37,37,improvement,40,08f843221528ab7fb92ef43469cfe2406c1eefb1,d3362da12c774be493b63c9b0584eb29e6ec0a50,None,None,https://github.com/redis/jedis/compare/08f843221528ab7fb92ef43469cfe2406c1eefb1...d3362da12c774be493b63c9b0584eb29e6ec0a50.diff
45,45,improvement,4,3a9046729d50d27a87f38a88c31963039ed77335,f3c9fcd5886cd4f2140e6d50fdbd4c9602f2a399,None,None,https://github.com/redis/jedis/compare/3a9046729d50d27a87f38a88c31963039ed77335...f3c9fcd5886cd4f2140e6d50fdbd4c9602f2a399.diff
111,111,improvement,2,604615d22827f11a9feadb87993f4aee623842aa,da3092e6952d13d2e8c10ba028979a1da78fe591,None,None,https://github.com/redis/jedis/compare/604615d22827f11a9feadb87993f4aee623842aa...da3092e6952d13d2e8c10ba028979a1da78fe591.diff
140,140,improvement,11,c4efb5396fc40bfd9cb8dc1d6daceb734b8f5001,e69b7cecd85438ee65b1859b3200b6a54ab355c7,None,None,https://github.com/redis/jedis/compare/c4efb5396fc40bfd9cb8dc1d6daceb734b8f5001...e69b7cecd85438ee65b1859b3200b6a54ab355c7.diff
174,174,improvement,10,2d87bd4bbc02c2a30f8bde393661ca171859dae7,ca974817287b8273d5d90db813fe169370b5f768,None,None,https://github.com/redis/jedis/compare/2d87bd4bbc02c2a30f8bde393661ca171859dae7...ca974817287b8273d5d90db813fe169370b5f768.diff
187,187,improvement,22,3abaf71e0a4255294985c1a358d4dd7a3b387262,a9341909be1b7ff5958717758370b2922189140c,None,None,https://github.com/redis/jedis/compare/3abaf71e0a4255294985c1a358d4dd7a3b387262...a9341909be1b7ff5958717758370b2922189140c.diff
198,198,improvement,2,6ec4fc4f5dd2c1e3039cd86f76c546b10337eb63,ceee6fd40e8d010c9ab337fea174de671c4e5e7f,None,None,https://github.com/redis/jedis/compare/6ec4fc4f5dd2c1e3039cd86f76c546b10337eb63...ceee6fd40e8d010c9ab337fea174de671c4e5e7f.diff
274,274,improvement,8,df75c72825b74a85ec381bbbaeac24708c8994c7,0f978f5236469ff4661131358d2cd862307e79ff,None,None,https://github.com/redis/jedis/compare/df75c72825b74a85ec381bbbaeac24708c8994c7...0f978f5236469ff4661131358d2cd862307e79ff.diff
319,319,improvement,3,073d640ad95743f4b151aeead9d49a85bbf27dbf,183fce57b16e98c5e7f32b216af33ac6fa0756f4,None,None,https://github.com/redis/jedis/compare/073d640ad95743f4b151aeead9d49a85bbf27dbf...183fce57b16e98c5e7f32b216af33ac6fa0756f4.diff
328,328,improvement,8,3b3fd6e7fc6fcca56951b0a6fe320eba8da2ffef,1d2935b1ac6a97b31dde3f66b83b337587fb4517,None,None,https://github.com/redis/jedis/compare/3b3fd6e7fc6fcca56951b0a6fe320eba8da2ffef...1d2935b1ac6a97b31dde3f66b83b337587fb4517.diff
