145,merge,1,11348,50,0,0,0,0,1,merge
146,merge,1,11348,50,0,0,0,0,1,merge
153,merge,2,12552,39,26,1,0,0,0,merge
154,merge,2,12552,39,26,1,0,0,0,merge
157,close,3,12576,70,28,0.5,0.5,0,0,close
160,close,2,12565,58,0,1,0,0,0,close
163,merge,1,12184,3,0,1,0,0,0,merge
165,close,1,12119,92,0,0,0,1,0,improvement
167,merge,1,12547,18,0,1,0,0,0,merge
168,merge,1,12550,6,0,0,1,0,0,merge
170,merge,1,12548,7,0,1,0,0,0,merge
172,merge,1,12547,155,0,1,0,0,0,merge
173,merge,2,12547,6,0,1,0,0,0,merge
174,close,2,12616,117,0,1,0,0,0,improvement
187,close,1,11391,41,0,0,0,0,1,improvement
189,merge,6,12621,84,52,0.5,0.5,0,0,merge
193,merge,2,12547,8,0,1,0,0,0,merge
196,close,2,12559,92,0,0.5,0,0,0.5,close
197,merge,3,12568,53,18,0.5,0.5,0,0,merge
198,close,1,12551,7,0,1,0,0,0,improvement
199,merge,1,11391,41,0,0,0,0,1,merge
209,close,1,12848,8,0,1,0,0,0,close
211,merge,3,12843,67,24,0.5,0,0,0.5,merge
212,close,20,12995,3894,929,0.384615385,0.076923077,0.076923077,0.461538462,close
213,close,1,12851,1102,0,0,0,0,1,close
214,close,1,12851,9,0,0,1,0,0,close
235,close,2,12875,29,27,0,1,0,0,close
238,close,1,12852,11,0,0,1,0,0,close
239,close,2,12875,4,4,1,0,0,0,close
245,close,24,336130,4130,0,1,0,0,0,close
248,close,1,13002,1,0,1,0,0,0,close
257,merge,10,13025,69,9,0,0,0,1,merge
264,close,1,13008,6,0,0,1,0,0,close
268,merge,1,13003,2,0,1,0,0,0,merge
274,merge,9,13148,254,0,1,0,0,0,improvement
275,merge,2,12875,4,4,1,0,0,0,merge
276,merge,2,12875,4,4,1,0,0,0,merge
277,merge,7,13003,129,0,0.142857143,0,0,0.857142857,merge
278,merge,5,13023,55,0,0,0,0.2,0.8,merge
279,merge,1,13003,13,0,0,0,1,0,merge
282,merge,9,13099,353,0,0,0,0,1,merge
283,merge,1,13003,13,0,0,0,1,0,merge
284,merge,8,13116,328,0,0,0,0,1,merge
285,merge,1,13353,3,0,1,0,0,0,merge
288,merge,2,13410,85,25,1,0,0,0,merge
289,close,7,13469,451,0,0.4,0.2,0,0.4,close
290,merge,12,13996,479,7,0,0.818181818,0,0.181818182,merge
292,close,5,13412,3003,0,0,0.2,0,0.8,close
296,close,2,14100,122,0,0.5,0,0,0.5,close
309,close,3,14124,41,19,1,0,0,0,close
318,close,1,14106,14,0,1,0,0,0,close
319,close,14,14419,6003,0,0,0.142857143,0,0.857142857,improvement
320,close,2,14107,33,7,0,0,0,1,close
323,close,2,14096,6,2,1,0,0,0,close
328,close,2,14274,30,0,0,1,0,0,improvement
330,merge,1,12547,2,0,1,0,0,0,merge
331,close,9,14254,35,0,0.777777778,0,0,0.222222222,improvement
336,close,10,14255,2300,6,0,0,0,1,close
341,merge,10,14379,167,61,1,0,0,0,merge
342,close,2,14270,23,19,1,0,0,0,close
350,close,2,14263,10,0,0,1,0,0,close
351,close,2,14263,10,0,0,1,0,0,close
358,close,1,14258,7,0,1,0,0,0,close
362,close,5,11515,1858,0,1,0,0,0,close
363,close,1,14281,30,0,0,1,0,0,close
364,merge,2,14265,11,4,0,1,0,0,merge
365,merge,1,14259,5,0,0,1,0,0,merge
366,close,1,14267,15,0,0,1,0,0,close
367,close,1,14267,15,0,0,1,0,0,close
369,close,2,14269,16,0,0,1,0,0,close
370,merge,5,14349,214,0,0,0.75,0.25,0,merge
374,close,2,14277,23,0,0,1,0,0,close
376,close,3,14329,147,57,1,0,0,0,close
378,close,10,14379,167,61,1,0,0,0,close
381,merge,2,14277,23,0,0,1,0,0,merge
382,close,1,14276,8,0,0,1,0,0,close
387,close,3,13918,192,153,1,0,0,0,close
393,close,1,13983,8,0,1,0,0,0,close
400,merge,14,14382,4553,225,0,0,0,1,merge
402,close,7,14027,557,20,0,0.333333333,0.166666667,0.5,improvement
406,close,7,14027,1739,55,0,0.166666667,0.166666667,0.666666667,close
409,merge,1,13983,2,0,0,0,0,1,merge
411,merge,2,27246,25,0,1,0,0,0,improvement
421,close,14,14055,126,44,1,0,0,0,improvement
422,close,14,14055,2083,56,1,0,0,0,close
425,merge,8,14037,200,77,0.333333333,0.666666667,0,0,merge
429,close,2,14008,30,19,0,1,0,0,close
442,merge,2,13995,13,12,1,0,0,0,merge
444,merge,4,14058,100,66,1,0,0,0,merge
446,merge,2,12565,1022,0,0,0,0,1,merge
447,close,3,14323,4292,32,0,0,0,1,improvement
452,close,9,15132,815,0,0.444444444,0,0.111111111,0.444444444,close
453,close,7,15250,143,0,0,1,0,0,close
460,close,5,15293,132,31,1,0,0,0,improvement
461,close,3,15255,20,20,1,0,0,0,close
462,merge,5,15272,106,31,1,0,0,0,merge
463,close,2,15248,275,10,0,1,0,0,close
465,close,2,15252,461,0,0,0,0,1,close
468,merge,3,15375,77,71,1,0,0,0,merge
478,close,2,15337,54,24,0,1,0,0,close
482,close,3,15365,178,0,0.333333333,0.333333333,0,0.333333333,close
486,close,6,15370,181,61,1,0,0,0,close
487,merge,5,15369,132,19,1,0,0,0,merge
489,merge,14,15721,377,163,0,0.875,0,0.125,merge
491,close,2,15608,702,290,0,0,0,1,close
498,merge,2,15550,51,47,1,0,0,0,merge
499,close,4,15555,63,49,1,0,0,0,close
502,merge,7,15611,115,90,0.5,0.5,0,0,merge
509,merge,2,17657,42,0,0.5,0.5,0,0,merge
510,close,2,15527,163,0,0,0,0,1,close
511,merge,4,17627,225,0,0,0.25,0.25,0.5,improvement
512,merge,8,17799,428,121,1,0,0,0,improvement
513,merge,1,17655,4,0,1,0,0,0,merge
515,merge,12,17654,62,20,0.727272727,0,0.090909091,0.181818182,merge
517,close,3,17684,196,170,0.5,0,0,0.5,close
523,merge,6,17901,507,134,0.2,0.4,0,0.4,improvement
524,merge,95,17889,1117,208,1,0,0,0,merge
527,merge,2,18095,17,1,1,0,0,0,improvement
528,merge,2,15337,313,66,0,0,1,0,improvement
529,close,1,18102,5,0,1,0,0,0,close
532,close,3,18113,22,0,0.333333333,0.666666667,0,0,close
534,close,3,18098,10,2,0.5,0,0,0.5,close
535,close,14,18130,174,77,0.1,0,0,0.9,improvement
536,merge,14,18300,439,48,0.1,0.9,0,0,merge
537,merge,6,18026,134,97,1,0,0,0,merge
540,merge,3,18113,96,0,0.333333333,0.333333333,0,0.333333333,merge
541,merge,2,18459,23,10,0,1,0,0,merge
542,merge,13,18106,930,16,0,0,0.666666667,0.333333333,merge
543,merge,5,18416,87,0,0.333333333,0,0.666666667,0,merge
549,merge,3,18516,52,21,0,0.5,0.5,0,merge
551,merge,2,18480,2,0,1,0,0,0,merge
554,merge,4,18479,527,0,0.75,0.25,0,0,improvement
555,close,1,18439,51,0,0,1,0,0,improvement
557,close,1,18420,1,0,1,0,0,0,close
558,merge,4,18443,831,0,0,0.25,0,0.75,improvement
563,merge,11,18636,708,150,0.142857143,0.428571429,0,0.428571429,improvement
564,merge,4,18525,221,0,0.333333333,0.333333333,0,0.333333333,improvement
570,close,2,18424,8,0,0,0.5,0,0.5,close
571,merge,1,18419,4,0,0,1,0,0,merge
574,merge,7,18673,231,146,0,1,0,0,improvement
575,close,6,18514,23,11,0,0,0,1,improvement
576,merge,6,18538,43,11,0,1,0,0,merge
577,merge,6,18538,43,11,0,1,0,0,merge
578,close,8,18615,151,73,0,0.833333333,0,0.166666667,improvement
581,close,8,18583,100,66,1,0,0,0,improvement
587,merge,2,18424,8,0,0.5,0.5,0,0,merge
597,close,1,18439,51,0,0,1,0,0,close
598,merge,3,18572,14,8,1,0,0,0,improvement
608,close,6,18613,57,0,0.166666667,0.833333333,0,0,close
609,close,5,18633,99,0,0.2,0.8,0,0,close
610,close,4,18746,270,0,0.5,0.5,0,0,improvement
611,close,2,18584,28,0,0,0,0,1,close
612,merge,2,18590,30,26,1,0,0,0,merge
613,merge,6,18671,141,0,0,1,0,0,merge
614,merge,5,18663,59,0,0,1,0,0,merge
615,merge,5,18663,59,0,0,1,0,0,improvement
620,merge,14,18893,1550,181,0,0,0,1,improvement
622,merge,1,18592,6,0,0,0,0,1,merge
626,merge,2,18613,29,20,0,0,0,1,merge
629,close,11,18604,76,4,0.75,0,0.25,0,improvement
630,close,11,18604,14,4,1,0,0,0,close
631,merge,1,18594,5,0,0,1,0,0,improvement
641,merge,3,18608,20,0,0.333333333,0.666666667,0,0,improvement
646,merge,1,18590,0,0,1,0,0,0,merge
651,merge,2,18605,31,23,1,0,0,0,merge
658,merge,6,20148,136,22,0,0.333333333,0,0.666666667,merge
666,merge,5,20106,27,0,0,1,0,0,merge
667,merge,5,20117,45,31,0.25,0.75,0,0,merge
668,merge,2,20083,15,4,0,0,0,1,merge
669,merge,5,20117,45,31,0.25,0.75,0,0,merge
671,merge,4,18746,1209,0,0.5,0.5,0,0,merge
675,merge,1,20083,4,0,1,0,0,0,merge
680,close,1,15520,16,0,0,0,0,1,improvement
681,merge,2,20095,35,0,0.5,0.5,0,0,improvement
685,merge,1,20083,2,0,1,0,0,0,merge
691,close,13,18106,1561,192,0,0,0.555555556,0.444444444,close
694,merge,1,19958,10,0,0,1,0,0,improvement
709,close,1,19957,9,0,0,1,0,0,close
710,merge,1,19950,4,0,0,0,0,1,improvement
715,merge,2,19967,22,19,1,0,0,0,merge
717,merge,1,19950,4,0,0,0,0,1,merge
718,merge,2,19983,22,0,1,0,0,0,merge
719,merge,2,20007,48,30,0,1,0,0,merge
722,merge,2,20076,105,93,1,0,0,0,improvement
727,merge,2,20053,39,31,0,1,0,0,merge
730,close,1,20055,2,0,1,0,0,0,close
733,merge,3,20919,126,0,0,1,0,0,improvement
735,merge,1,20857,4,0,1,0,0,0,merge
736,close,7,20939,70,35,0.2,0.8,0,0,improvement
737,merge,7,20939,70,35,0.2,0.8,0,0,merge
741,merge,2,20757,14,0,1,0,0,0,merge
743,merge,3,20762,78,36,0,0,1,0,merge
747,merge,2,20034,149,0,0,0,0,1,improvement
748,merge,1,20766,5,0,1,0,0,0,merge
749,close,5,20914,693,379,0,0,0,1,close
750,merge,4,20863,152,116,0.5,0.5,0,0,merge
752,merge,2,20760,52,27,0,1,0,0,improvement
753,merge,14,20907,187,42,0,0.923076923,0,0.076923077,merge
754,merge,3,20762,20,0,1,0,0,0,merge
755,merge,1,20762,8,0,1,0,0,0,merge
756,merge,2,20763,5,3,1,0,0,0,merge
760,merge,1,20030,114,0,0,0,0,1,improvement
761,close,1,21025,9,0,0,0,0,1,improvement
762,merge,1,21025,9,0,0,1,0,0,merge
770,merge,5,20967,472,0,0,0,0.8,0.2,improvement
774,merge,2,21169,13,0,0.5,0.5,0,0,merge
777,close,1,21158,2,0,1,0,0,0,close
778,merge,1,21158,2,0,1,0,0,0,merge
780,close,5,20967,472,0,0,0,0.6,0.4,improvement
782,merge,2,21118,400,0,0,0,0,1,improvement
783,merge,5,20984,348,231,1,0,0,0,improvement
787,close,2,20099,356,0,0.5,0,0,0.5,close
792,merge,2,21130,63,55,1,0,0,0,merge
795,close,2,20099,356,0,0.5,0,0,0.5,close
797,merge,2,21145,19,17,1,0,0,0,merge
798,merge,1,21130,6,0,1,0,0,0,merge
800,close,3,21159,18,6,0,0,0,1,close
804,close,129,21154,1061,15,1,0,0,0,close
810,close,1,21148,4,0,0,0,0,1,close
813,close,2,20536,78,70,0,0,0,1,close
814,close,2,20538,77,69,0,0,0,1,close
815,merge,2,20532,71,63,0,0,0,1,merge
819,merge,2,20532,71,63,0,0,0,1,improvement
822,merge,1,20328,1,0,1,0,0,0,improvement
826,merge,1,20508,5,0,0,0,0,1,merge
828,merge,1,20508,12,0,1,0,0,0,merge
832,close,2,20465,98,0,0,0.5,0,0.5,close
833,merge,2,20510,6,0,1,0,0,0,merge
834,merge,1,20510,5,0,0,0,0,1,merge
835,merge,5,20547,76,0,0,0.25,0,0.75,improvement
836,close,6,20490,86,34,1,0,0,0,close
838,merge,2,20522,32,0,0,1,0,0,merge
839,merge,8,20509,31,17,0,0,0,1,merge
841,merge,1,20570,9,0,0,1,0,0,merge
842,merge,4,20597,106,0,0,0,0,1,improvement
854,merge,5,20612,54,16,0,0.5,0,0.5,merge
859,merge,1,20686,5,0,0,1,0,0,merge
860,merge,2,20702,58,31,0,0,0,1,merge
865,merge,2,20679,7,0,0,1,0,0,improvement
869,merge,1,20710,5,0,0,1,0,0,improvement
871,merge,7,20727,28,0,0.571428571,0.428571429,0,0,merge
873,merge,3,20706,14,0,1,0,0,0,merge
874,merge,1,20765,109,0,1,0,0,0,merge
886,merge,1,20832,8,0,0,0,0,1,improvement
889,close,2,20832,4,0,0,0.5,0,0.5,close
890,merge,2,20839,11,0,0.5,0.5,0,0,improvement
892,merge,4,23493,13,0,0,0.75,0.25,0,improvement
893,merge,2,20832,16,0,0,0,1,0,merge
897,close,6,20873,44,12,0,1,0,0,close
898,merge,6,20865,44,12,0,1,0,0,merge
900,merge,5,20841,30,0,0,0,1,0,merge
902,merge,6,20786,880,0,0,0,0.5,0.5,improvement
903,merge,1,20787,36,0,0,0,0,1,merge
904,merge,1,20861,80,0,1,0,0,0,merge
905,merge,1,20841,6,0,0,0,0,1,merge
910,close,1,20786,4,0,1,0,0,0,close
911,merge,1,20863,2,0,1,0,0,0,improvement
912,merge,3,20889,36,0,1,0,0,0,improvement
913,merge,10,20910,162,52,0.6,0,0,0.4,improvement
917,merge,14,20935,163,35,0,0.846153846,0,0.153846154,merge
927,merge,9,20920,317,17,0.5,0,0,0.5,merge
938,merge,1,20999,10,0,1,0,0,0,merge
945,merge,1,21000,2,0,0,1,0,0,merge
946,merge,1,21013,17,0,1,0,0,0,improvement
948,merge,1,21001,10,0,1,0,0,0,merge
949,close,2,21013,16,14,0,0,0,1,improvement
950,merge,3,21053,63,0,0,0.666666667,0,0.333333333,merge
951,merge,2,21017,30,0,0,0,1,0,merge
955,merge,1,21021,5,0,0,1,0,0,merge
961,merge,2,23316,21,0,0,0,1,0,merge
967,merge,7,23332,148,0,1,0,0,0,merge
970,close,7,23343,41,16,1,0,0,0,close
971,merge,1,23346,5,0,1,0,0,0,merge
972,merge,1,23345,7,0,1,0,0,0,improvement
973,close,1,23332,8,0,1,0,0,0,close
974,merge,1,23328,16,0,1,0,0,0,improvement
975,merge,5,23369,40,0,0,1,0,0,improvement
977,merge,6,23497,342,2,1,0,0,0,improvement
985,merge,2,23487,29,0,0.5,0.5,0,0,improvement
993,close,2,23492,9,8,1,0,0,0,close
998,merge,1,23528,2,0,1,0,0,0,improvement
1000,close,1,23533,9,0,1,0,0,0,close
1001,close,1,23558,4,0,1,0,0,0,close
1002,close,4,23578,24,0,0,1,0,0,close
1005,merge,1,23533,9,0,1,0,0,0,merge
1007,merge,1,23558,9,0,1,0,0,0,improvement
1008,merge,1,23556,4,0,1,0,0,0,merge
1015,merge,2,23600,21,11,0,1,0,0,merge
1018,close,3,23605,18,15,1,0,0,0,improvement
1019,merge,1,23600,2,0,1,0,0,0,merge
1022,close,1,23604,5,0,0,1,0,0,close
1028,merge,2,23609,16,0,1,0,0,0,merge
1037,merge,4,23659,87,70,0,1,0,0,merge
1040,merge,3,23674,625,17,0.5,0,0,0.5,improvement
1041,merge,1,23691,7,0,1,0,0,0,merge
1042,close,18,24298,820,33,1,0,0,0,close
1044,merge,2,23713,39,20,0,1,0,0,merge
1045,close,15,24298,806,22,0,1,0,0,close
1052,close,1,23719,2,0,0,0,0,1,improvement
1054,merge,6,23736,127,34,0,0.4,0,0.6,improvement
1059,merge,2,23746,4,0,1,0,0,0,merge
1063,merge,1,23761,26,0,0,1,0,0,merge
1068,close,1,23761,84,0,1,0,0,0,improvement
1074,merge,1,23762,2,0,1,0,0,0,merge
1076,close,1,23775,37,0,0,0,0,1,improvement
1077,merge,14,24747,1015,2,0.769230769,0.153846154,0.076923077,0,improvement
1079,merge,3,24744,9,0,1,0,0,0,merge
1080,merge,1,24748,7,0,0,0,1,0,merge
1083,merge,19,25186,2089,77,0.375,0.625,0,0,improvement
1085,merge,38,24856,135,2,1,0,0,0,merge
1090,merge,3,25318,37,0,0.666666667,0.333333333,0,0,merge
1091,merge,4,25306,316,0,1,0,0,0,merge
1096,close,1,25322,4,0,0,1,0,0,close
1097,close,12,20194,6370,425,0.4,0.2,0,0.4,close
1099,close,1,23775,37,0,0,0,0,1,close
1105,merge,2,25342,26,20,1,0,0,0,merge
1106,merge,22,26421,1430,0,0.058823529,0.882352941,0,0.058823529,merge
1111,merge,1,25343,1,0,1,0,0,0,merge
1115,merge,1,25367,31,0,0,1,0,0,merge
1127,merge,1,25376,8,0,1,0,0,0,merge
1128,close,2,20099,2995,0,0.5,0,0,0.5,close
1140,merge,1,26500,6,0,1,0,0,0,merge
1148,close,3,26518,191,0,0,0,0,1,close
1151,close,1,26515,18,0,1,0,0,0,close
1155,close,1,26521,26,0,1,0,0,0,close
1156,close,2,26510,16,14,1,0,0,0,close
1158,close,1,26521,139,0,0,0,0,1,close
1173,close,10,26975,579,0,0.1,0.7,0,0.2,close
1178,merge,1,26502,12,0,1,0,0,0,improvement
1181,merge,1,26500,85,0,1,0,0,0,merge
1182,merge,1,26502,4,0,1,0,0,0,merge
1185,close,1,26503,5,0,1,0,0,0,close
1186,close,1,26503,30,0,1,0,0,0,close
1188,merge,1,26502,2,0,1,0,0,0,merge
1189,close,5,26578,110,3,0.333333333,0.666666667,0,0,close
1192,merge,10,26975,583,0,0.1,0.6,0,0.3,improvement
1202,merge,5,27172,57,9,1,0,0,0,merge
1203,merge,7,27172,14,4,1,0,0,0,merge
1204,merge,5,27080,223,3,1,0,0,0,merge
1205,merge,6,27228,37,0,0,0,1,0,merge
1206,close,9,27210,50,0,1,0,0,0,close
1207,merge,8,27210,156,0,1,0,0,0,merge
1211,close,4,27144,142,47,0.333333333,0,0.333333333,0.333333333,close
1215,close,6,27206,136,0,0.4,0.4,0.2,0,close
1218,merge,1,27098,2,0,1,0,0,0,merge
1221,close,4,27098,10,2,1,0,0,0,close
1223,close,1,27100,2,0,0,0,0,1,close
1227,merge,5,27203,131,0,0.2,0.8,0,0,merge
1231,close,43,21093,14213,1381,1,0,0,0,close
1237,merge,4,27207,10,7,1,0,0,0,merge
1240,merge,2,27229,33,29,0,1,0,0,merge
1249,merge,1,27264,6,0,1,0,0,0,merge
1251,merge,3,27278,48,0,0.333333333,0.666666667,0,0,merge
1253,merge,3,27280,86,0,0,0,0.666666667,0.333333333,improvement
1256,merge,3,28154,46,0,1,0,0,0,improvement
1266,close,45,20941,14082,1309,1,0,0,0,close
1271,close,2,27285,27,0,0.5,0.5,0,0,improvement
1273,merge,2,27263,48,0,0.5,0.5,0,0,merge
1276,close,2,20099,3217,0,0,0.5,0,0.5,close
1278,merge,16,27673,485,2,1,0,0,0,improvement
1281,merge,4,27323,53,33,1,0,0,0,merge
1287,merge,1,27658,2,0,1,0,0,0,merge
1297,merge,6,27752,59,15,0,0.8,0,0.2,improvement
1299,merge,1,27667,29,0,1,0,0,0,merge
1300,merge,4,27678,43,0,1,0,0,0,merge
1301,merge,2,27678,9,4,1,0,0,0,merge
1302,close,1,27675,5,0,1,0,0,0,close
1303,close,2,27668,7,0,0.5,0.5,0,0,close
1304,merge,2,27674,4,0,1,0,0,0,merge
1305,merge,8,27691,17,0,1,0,0,0,merge
1306,close,4,27677,45,0,0.5,0,0,0.5,close
1307,close,3,27693,143,0,1,0,0,0,improvement
1308,merge,1,27674,4,0,1,0,0,0,merge
1309,merge,1,27674,4,0,1,0,0,0,merge
1310,merge,1,27674,8,0,1,0,0,0,merge
1311,merge,1,27674,8,0,1,0,0,0,merge
1312,merge,1,27674,14,0,1,0,0,0,merge
1313,close,1,27541,265,0,1,0,0,0,close
1314,close,1,27579,266,0,1,0,0,0,close
1319,merge,1,27713,3,0,1,0,0,0,merge
1342,merge,6,28126,147,0,0.666666667,0.333333333,0,0,merge
1343,merge,1,28045,4,0,1,0,0,0,merge
1353,merge,3,28167,19,3,1,0,0,0,merge
1385,close,6,28211,53,16,0,0.8,0,0.2,close
1386,merge,6,28217,61,19,0,0.8,0,0.2,merge
1396,merge,1,28217,4,0,1,0,0,0,merge
1402,merge,2,28231,17,15,0,0,0,1,improvement
1406,merge,1,28218,8,0,1,0,0,0,merge
1407,close,78,21338,16272,1862,1,0,0,0,close
1408,merge,18,28345,212,87,0,0.941176471,0,0.058823529,improvement
1410,merge,1,28194,4,0,1,0,0,0,merge
1414,merge,6,28296,22,6,1,0,0,0,merge
1416,close,7,28409,149,0,0.2,0.8,0,0,close
1422,merge,1,28297,2,0,1,0,0,0,merge
1440,close,138,20741,11514,1532,1,0,0,0,close
1447,close,11,28365,105,19,0.1,0.4,0,0.5,close
1451,close,11,28616,3837,196,0.222222222,0.555555556,0,0.222222222,close
1453,merge,1,28297,32,0,1,0,0,0,merge
1457,merge,2,28307,11,0,0,1,0,0,merge
1459,merge,2,28307,98,0,1,0,0,0,improvement
1464,merge,5,28367,110,83,1,0,0,0,improvement
1467,merge,5,28367,103,5,1,0,0,0,merge
1476,close,2,28405,9,0,1,0,0,0,close
1482,merge,10,28403,28,0,1,0,0,0,merge
1496,close,4,28416,72,0,0.5,0.5,0,0,improvement
1502,close,72,21321,16798,2159,1,0,0,0,close
1528,close,1,28429,4,0,0,1,0,0,close
1532,merge,1,28429,4,0,0,1,0,0,merge
1542,close,2,28430,9,0,0,0,0,1,close
1554,close,9,28480,70,0,0,1,0,0,close
1555,close,58,29202,5587,0,0.806451613,0,0.193548387,0,close
1556,merge,1,28431,2,0,1,0,0,0,merge
1560,merge,4,28445,25,7,0,1,0,0,merge
1566,merge,1,28435,10,0,1,0,0,0,merge
1567,merge,1,28429,2,0,1,0,0,0,improvement
1571,close,7,28534,105,0,1,0,0,0,close
1572,close,7,28534,105,0,1,0,0,0,close
1574,merge,3,28445,12,0,0,0,1,0,merge
1575,merge,5,28649,20,0,0.4,0.6,0,0,merge
1578,merge,25,29059,210,40,0,0.958333333,0,0.041666667,merge
1579,merge,25,28594,201,40,0,0.958333333,0,0.041666667,merge
1580,merge,6,28801,19,0,0.666666667,0.333333333,0,0,merge
1581,merge,7,28492,146,77,0.166666667,0.333333333,0,0.5,improvement
1582,close,7,28646,41,0,0.714285714,0.285714286,0,0,improvement
1583,merge,15,29072,518,0,1,0,0,0,merge
1594,close,1,28460,9,0,0,1,0,0,close
1598,merge,8,29072,1526,0,1,0,0,0,merge
1599,merge,2,29099,30,0,1,0,0,0,merge
1600,merge,2,28631,2,0,1,0,0,0,merge
1601,merge,2,29097,18,0,1,0,0,0,merge
1605,close,2,28640,0,0,0,1,0,0,close
1608,merge,19,29089,122,94,0.4,0.4,0,0.2,merge
1609,merge,2,29099,6,0,1,0,0,0,merge
1610,merge,1,28640,8,0,0,1,0,0,merge
1611,merge,5,29131,47,9,0.25,0.75,0,0,merge
1612,close,8,28630,318,4,0.166666667,0.333333333,0.166666667,0.333333333,close
1617,merge,1,28579,54,0,1,0,0,0,improvement
1618,merge,2,28626,27,6,1,0,0,0,merge
1619,merge,1,28633,2,0,0,0,0,1,merge
1621,close,2,29110,40,0,0.5,0.5,0,0,close
1622,merge,17,29181,113,20,0.0625,0.9375,0,0,merge
1624,merge,2,28633,4,0,1,0,0,0,improvement
1626,merge,1,28630,4,0,0,0,1,0,merge
1627,merge,1,28633,16,0,1,0,0,0,merge
1631,merge,1,28633,4,0,1,0,0,0,merge
1632,merge,8,28760,127,0,1,0,0,0,merge
1633,merge,1,29090,7,0,0,0,0,1,merge
1637,merge,1,28633,2,0,1,0,0,0,merge
1638,close,2,29087,6,0,1,0,0,0,close
1639,merge,1,28638,12,0,0,1,0,0,merge
1642,merge,4,29168,63,16,1,0,0,0,improvement
1646,merge,18,29265,77,13,0,0,0.0625,0.9375,merge
1647,merge,7,29089,43,22,0.25,0,0,0.75,merge
1648,merge,16,29089,58,0,1,0,0,0,merge
1652,merge,2,29126,12,10,1,0,0,0,merge
1653,merge,6,29136,25,0,0.5,0.5,0,0,merge
1661,merge,1,29072,8,0,1,0,0,0,merge
1663,merge,1,29073,3,0,1,0,0,0,merge
1666,close,2,29080,16,9,0,0,0,1,close
1669,merge,1,29117,12,0,1,0,0,0,merge
1670,close,1,29117,22,0,0,0,0,1,close
1671,merge,1,29089,2,0,1,0,0,0,merge
1675,merge,2,29176,40,0,0.5,0.5,0,0,merge
1676,merge,1,29227,52,0,0,0,1,0,merge
1677,merge,2,29153,8,0,1,0,0,0,merge
1678,merge,2,29245,42,0,1,0,0,0,merge
1679,merge,2,29158,6,5,1,0,0,0,merge
1680,merge,3,29254,78,0,0.333333333,0.333333333,0,0.333333333,merge
1681,merge,2,29157,48,0,0.5,0,0,0.5,merge
1682,merge,1,29154,10,0,1,0,0,0,merge
1683,merge,1,29157,4,0,1,0,0,0,merge
1684,merge,2,29176,40,0,0.5,0.5,0,0,merge
1686,merge,2,29228,36,0,0,1,0,0,improvement
1689,merge,74,28976,194,54,0.510204082,0.06122449,0.040816327,0.387755102,merge
1690,merge,1,29264,4,0,1,0,0,0,merge
1693,close,1,29234,34,0,0,0,1,0,close
1698,merge,1,29261,3,0,0,0,1,0,merge
1699,merge,1,29258,18,0,0,0,1,0,merge
1700,merge,2,29263,15,4,0,0,0,1,merge
1703,merge,13,29256,35,10,1,0,0,0,merge
1705,merge,8,29182,306,0,0.375,0.25,0,0.375,improvement
1710,close,3,29178,21,0,1,0,0,0,close
1714,merge,1,29129,84,0,1,0,0,0,merge
1715,merge,1,29055,166,0,0,0,0,1,merge
1716,close,7,29222,81,0,0,1,0,0,close
1726,merge,1,29021,2,0,0,0,0,1,merge
